id,name,city,bed_capacity,icu_seats,ayushman_enabled,facilities,rating,contact,address
1,All India Institute of Medical Sciences (AIIMS),Delhi,2300,150,Yes,"Emergency | ICU | Cardiology | Neurosurgery | Pediatric ICU | Cardiac ICU",4.8,+91-11-26588500,"Ansari Nagar, New Delhi"
624,Sardar Patel Medical College (SPMC),Bikaner,600,70,Yes,"Emergency | ICU | General Medicine | Surgery | Pediatrics | Orthopedics",4.3,+91-151-2520000,"Bikaner, Rajasthan"
625,Churu Hospital,Churu,110,16,Yes,"Emergency | ICU | General Medicine | Pediatrics | Gynecology | Surgery",4.1,+91-1562-220000,"Churu, Rajasthan"
626,Jhunjhunu Hospital,Jhunjhunu,120,18,Yes,"Emergency | ICU | General Medicine | Pediatrics | Gynecology | Orthopedics",4.1,+91-1596-220000,"Jhunjhunu, Rajasthan"
627,Sikar Hospital,Sikar,150,22,Yes,"Emergency | ICU | General Medicine | Pediatrics | Gynecology | Surgery",4.2,+91-1572-220000,"Sikar, Rajasthan"
628,Alwar Hospital,Alwar,180,27,Yes,"Emergency | ICU | Cardiology | Orthopedics | Nephrology | Neurosciences",4.2,+91-144-220000,"Alwar, Rajasthan"
629,Rajiv Gandhi Government General Hospital,Alwar,300,40,Yes,"Emergency | ICU | General Medicine | Surgery | Pediatrics | Orthopedics",4.3,+91-144-2700000,"Alwar, Rajasthan"
630,Bharatpur Hospital,Bharatpur,140,21,Yes,"Emergency | ICU | General Medicine | Pediatrics | Gynecology | Surgery",4.1,+91-5644-220000,"Bharatpur, Rajasthan"
631,RBM Hospital,Bharatpur,200,30,Yes,"Emergency | ICU | Cardiology | Orthopedics | Nephrology | Neurosciences",4.2,+91-5644-230000,"Bharatpur, Rajasthan"
632,Dholpur Hospital,Dholpur,90,14,Yes,"Emergency | ICU | General Medicine | Pediatrics | Gynecology | Orthopedics",4.0,+91-5642-220000,"Dholpur, Rajasthan"
633,Karauli Hospital,Karauli,85,13,Yes,"Emergency | ICU | General Medicine | Pediatrics | Gynecology | Surgery",4.0,+91-7464-220000,"Karauli, Rajasthan"
634,Sawai Madhopur Hospital,Sawai Madhopur,120,18,Yes,"Emergency | ICU | General Medicine | Pediatrics | Gynecology | Orthopedics",4.1,+91-7462-220000,"Sawai Madhopur, Rajasthan"
635,Dausa Hospital,Dausa,100,15,Yes,"Emergency | ICU | General Medicine | Pediatrics | Gynecology | Surgery",4.0,+91-1427-220000,"Dausa, Rajasthan"
636,Tonk Hospital,Tonk,110,16,Yes,"Emergency | ICU | General Medicine | Pediatrics | Gynecology | Orthopedics",4.1,+91-1438-220000,"Tonk, Rajasthan"
637,Bundi Hospital,Bundi,95,14,Yes,"Emergency | ICU | General Medicine | Pediatrics | Gynecology | Surgery",4.0,+91-747-220000,"Bundi, Rajasthan"
638,Kota Hospital,Kota,250,35,Yes,"Emergency | ICU | Cardiology | Orthopedics | Nephrology | Neurosciences",4.3,+91-744-220000,"Kota, Rajasthan"
639,MBS Hospital,Kota,350,45,Yes,"Emergency | ICU | General Medicine | Surgery | Pediatrics | Orthopedics",4.4,+91-744-2420000,"Kota, Rajasthan"
640,Baran Hospital,Baran,85,13,Yes,"Emergency | ICU | General Medicine | Pediatrics | Gynecology | Orthopedics",4.0,+91-7453-220000,"Baran, Rajasthan"
641,Jhalawar Hospital,Jhalawar,120,18,Yes,"Emergency | ICU | General Medicine | Pediatrics | Gynecology | Surgery",4.1,+91-7432-220000,"Jhalawar, Rajasthan"
642,Pratapgarh Hospital,Pratapgarh,70,10,Yes,"Emergency | ICU | General Medicine | Pediatrics | Gynecology | Orthopedics",3.9,+91-1478-220000,"Pratapgarh, Rajasthan"
643,Banswara Hospital,Banswara,95,14,Yes,"Emergency | ICU | General Medicine | Pediatrics | Gynecology | Surgery",4.0,+91-2962-220000,"Banswara, Rajasthan"
644,Dungarpur Hospital,Dungarpur,80,12,Yes,"Emergency | ICU | General Medicine | Pediatrics | Gynecology | Orthopedics",4.0,+91-2964-220000,"Dungarpur, Rajasthan"
645,Udaipur Hospital (Rajasthan),Udaipur,300,45,Yes,"Emergency | ICU | Cardiology | Orthopedics | Nephrology | Neurosciences",4.4,+91-294-220000,"Udaipur, Rajasthan"
646,Geetanjali Medical College & Hospital,Udaipur,500,60,Yes,"Emergency | ICU | General Medicine | Surgery | Pediatrics | Orthopedics",4.5,+91-294-2420000,"Udaipur, Rajasthan"
647,Rajsamand Hospital,Rajsamand,90,14,Yes,"Emergency | ICU | General Medicine | Pediatrics | Gynecology | Surgery",4.0,+91-2952-220000,"Rajsamand, Rajasthan"
648,Bhilwara Hospital,Bhilwara,180,27,Yes,"Emergency | ICU | Cardiology | Orthopedics | Nephrology | Neurosciences",4.2,+91-1482-220000,"Bhilwara, Rajasthan"
649,RNT Medical College,Bhilwara,400,50,Yes,"Emergency | ICU | General Medicine | Surgery | Pediatrics | Orthopedics",4.3,+91-1482-2420000,"Bhilwara, Rajasthan"
650,Chittorgarh Hospital,Chittorgarh,150,22,Yes,"Emergency | ICU | General Medicine | Pediatrics | Gynecology | Surgery",4.1,+91-1472-220000,"Chittorgarh, Rajasthan"
651,Ajmer Hospital,Ajmer,220,32,Yes,"Emergency | ICU | Cardiology | Orthopedics | Nephrology | Neurosciences",4.3,+91-145-220000,"Ajmer, Rajasthan"
652,JLN Medical College,Ajmer,600,70,Yes,"Emergency | ICU | General Medicine | Surgery | Pediatrics | Orthopedics",4.4,+91-145-2420000,"Ajmer, Rajasthan"
653,Nagaur Hospital,Nagaur,130,20,Yes,"Emergency | ICU | General Medicine | Pediatrics | Gynecology | Orthopedics",4.1,+91-1582-220000,"Nagaur, Rajasthan"
654,Jodhpur Hospital,Jodhpur,350,50,Yes,"Emergency | ICU | Cardiology | Orthopedics | Nephrology | Neurosciences",4.5,+91-291-220000,"Jodhpur, Rajasthan"
655,Dr. S.N. Medical College,Jodhpur,800,90,Yes,"Emergency | ICU | General Medicine | Surgery | Pediatrics | Orthopedics",4.6,+91-291-2430000,"Jodhpur, Rajasthan"
656,Jaisalmer Hospital,Jaisalmer,100,15,Yes,"Emergency | ICU | General Medicine | Pediatrics | Gynecology | Surgery",4.1,+91-2992-220000,"Jaisalmer, Rajasthan"
657,Barmer Hospital,Barmer,120,18,Yes,"Emergency | ICU | General Medicine | Pediatrics | Gynecology | Orthopedics",4.1,+91-2982-220000,"Barmer, Rajasthan"
658,Jalore Hospital,Jalore,90,14,Yes,"Emergency | ICU | General Medicine | Pediatrics | Gynecology | Surgery",4.0,+91-2973-220000,"Jalore, Rajasthan"
659,Sirohi Hospital,Sirohi,85,13,Yes,"Emergency | ICU | General Medicine | Pediatrics | Gynecology | Orthopedics",4.0,+91-2972-220000,"Sirohi, Rajasthan"
660,Pali Hospital,Pali,140,21,Yes,"Emergency | ICU | General Medicine | Pediatrics | Gynecology | Surgery",4.2,+91-2932-220000,"Pali, Rajasthan"
661,Sriganganagar Hospital,Sriganganagar,160,24,Yes,"Emergency | ICU | Cardiology | Orthopedics | Nephrology | Neurosciences",4.2,+91-154-240000,"Sriganganagar, Rajasthan"
662,Bhilwara Cancer Hospital,Bhilwara,80,12,Yes,"Oncology | Radiation Therapy | Medical Oncology | Surgical Oncology | ICU | Emergency",4.3,+91-1482-250000,"Bhilwara, Rajasthan"
663,Udaipur Cancer Center,Udaipur,120,18,Yes,"Oncology | Radiation Therapy | Medical Oncology | Surgical Oncology | ICU | Emergency",4.4,+91-294-250000,"Udaipur, Rajasthan"
664,Jodhpur Cancer Hospital,Jodhpur,150,22,Yes,"Oncology | Radiation Therapy | Medical Oncology | Surgical Oncology | ICU | Emergency",4.5,+91-291-250000,"Jodhpur, Rajasthan"
665,Kota Heart Institute,Kota,100,15,Yes,"Cardiac ICU | Cardiology | Cardiothoracic Surgery | Electrophysiology | Pediatric Cardiology",4.4,+91-744-250000,"Kota, Rajasthan"
666,Jaipur Neuro Institute,Jaipur,120,18,Yes,"Neurosurgery | Neurology | ICU | Emergency | Spine Surgery | Rehabilitation",4.5,+91-141-250000,"Jaipur, Rajasthan"
667,Ajmer Ortho Center,Ajmer,90,14,Yes,"Orthopedics | Joint Replacement | Trauma Care | Sports Medicine | ICU | Emergency",4.3,+91-145-250000,"Ajmer, Rajasthan"
668,Bikaner Kidney Center,Bikaner,80,12,Yes,"Nephrology | Dialysis | Kidney Transplant | ICU | Emergency | Urology",4.2,+91-151-250000,"Bikaner, Rajasthan"
669,Udaipur Eye Hospital,Udaipur,70,10,Yes,"Ophthalmology | Eye Surgery | Cataract | Retina | Cornea | Emergency",4.4,+91-294-260000,"Udaipur, Rajasthan"
670,Jodhpur Maternity Hospital,Jodhpur,100,15,Yes,"Maternity | NICU | Pediatrics | Gynecology | Fertility | Neonatology",4.3,+91-291-260000,"Jodhpur, Rajasthan"
671,Indore Cancer Foundation,Indore,150,22,Yes,"Oncology | Radiation Therapy | Medical Oncology | Surgical Oncology | ICU | Emergency",4.5,+91-731-250000,"Indore, Madhya Pradesh"
672,Gwalior Cardiac Center,Gwalior,120,18,Yes,"Cardiac ICU | Cardiology | Cardiothoracic Surgery | Electrophysiology | Pediatric Cardiology",4.4,+91-751-250000,"Gwalior, Madhya Pradesh"
673,Bhopal Neuro Institute,Bhopal,130,20,Yes,"Neurosurgery | Neurology | ICU | Emergency | Spine Surgery | Rehabilitation",4.5,+91-755-250000,"Bhopal, Madhya Pradesh"
674,Jabalpur Kidney Center,Jabalpur,100,15,Yes,"Nephrology | Dialysis | Kidney Transplant | ICU | Emergency | Urology",4.3,+91-761-250000,"Jabalpur, Madhya Pradesh"
675,Ujjain Ortho Center,Ujjain,90,14,Yes,"Orthopedics | Joint Replacement | Trauma Care | Sports Medicine | ICU | Emergency",4.2,+91-734-250000,"Ujjain, Madhya Pradesh"
676,Sagar Maternity Hospital,Sagar,80,12,Yes,"Maternity | NICU | Pediatrics | Gynecology | Fertility | Neonatology",4.2,+91-7582-250000,"Sagar, Madhya Pradesh"
677,Rewa Eye Hospital,Rewa,70,10,Yes,"Ophthalmology | Eye Surgery | Cataract | Retina | Cornea | Emergency",4.3,+91-7662-250000,"Rewa, Madhya Pradesh"
678,Satna Cancer Center,Satna,85,13,Yes,"Oncology | Radiation Therapy | Medical Oncology | Surgical Oncology | ICU | Emergency",4.2,+91-7672-250000,"Satna, Madhya Pradesh"
679,Morena Cardiac Center,Morena,75,11,Yes,"Cardiac ICU | Cardiology | Cardiothoracic Surgery | Electrophysiology | Pediatric Cardiology",4.1,+91-7532-250000,"Morena, Madhya Pradesh"
680,Bhind Neuro Institute,Bhind,65,10,Yes,"Neurosurgery | Neurology | ICU | Emergency | Spine Surgery | Rehabilitation",4.0,+91-7534-250000,"Bhind, Madhya Pradesh"
681,Guna Kidney Center,Guna,80,12,Yes,"Nephrology | Dialysis | Kidney Transplant | ICU | Emergency | Urology",4.1,+91-7542-250000,"Guna, Madhya Pradesh"
682,Shivpuri Ortho Center,Shivpuri,70,10,Yes,"Orthopedics | Joint Replacement | Trauma Care | Sports Medicine | ICU | Emergency",4.0,+91-7492-250000,"Shivpuri, Madhya Pradesh"
683,Vidisha Maternity Hospital,Vidisha,75,11,Yes,"Maternity | NICU | Pediatrics | Gynecology | Fertility | Neonatology",4.1,+91-7592-250000,"Vidisha, Madhya Pradesh"
684,Raisen Eye Hospital,Raisen,60,9,Yes,"Ophthalmology | Eye Surgery | Cataract | Retina | Cornea | Emergency",4.0,+91-7485-250000,"Raisen, Madhya Pradesh"
685,Hoshangabad Cancer Center,Hoshangabad,85,13,Yes,"Oncology | Radiation Therapy | Medical Oncology | Surgical Oncology | ICU | Emergency",4.2,+91-7572-250000,"Hoshangabad, Madhya Pradesh"
686,Betul Cardiac Center,Betul,70,10,Yes,"Cardiac ICU | Cardiology | Cardiothoracic Surgery | Electrophysiology | Pediatric Cardiology",4.1,+91-7141-250000,"Betul, Madhya Pradesh"
687,Chhindwara Neuro Institute,Chhindwara,90,14,Yes,"Neurosurgery | Neurology | ICU | Emergency | Spine Surgery | Rehabilitation",4.2,+91-7162-250000,"Chhindwara, Madhya Pradesh"
688,Seoni Kidney Center,Seoni,65,10,Yes,"Nephrology | Dialysis | Kidney Transplant | ICU | Emergency | Urology",4.0,+91-7692-250000,"Seoni, Madhya Pradesh"
689,Balaghat Ortho Center,Balaghat,75,11,Yes,"Orthopedics | Joint Replacement | Trauma Care | Sports Medicine | ICU | Emergency",4.1,+91-7632-250000,"Balaghat, Madhya Pradesh"
690,Mandla Maternity Hospital,Mandla,70,10,Yes,"Maternity | NICU | Pediatrics | Gynecology | Fertility | Neonatology",4.0,+91-7642-250000,"Mandla, Madhya Pradesh"
691,Dindori Eye Hospital,Dindori,55,8,Yes,"Ophthalmology | Eye Surgery | Cataract | Retina | Cornea | Emergency",3.9,+91-7641-250000,"Dindori, Madhya Pradesh"
692,Umaria Cancer Center,Umaria,60,9,Yes,"Oncology | Radiation Therapy | Medical Oncology | Surgical Oncology | ICU | Emergency",3.9,+91-7655-250000,"Umaria, Madhya Pradesh"
693,Singrauli Cardiac Center,Singrauli,120,18,Yes,"Cardiac ICU | Cardiology | Cardiothoracic Surgery | Electrophysiology | Pediatric Cardiology",4.3,+91-7805-250000,"Singrauli, Madhya Pradesh"
694,Sidhi Neuro Institute,Sidhi,85,13,Yes,"Neurosurgery | Neurology | ICU | Emergency | Spine Surgery | Rehabilitation",4.1,+91-7822-250000,"Sidhi, Madhya Pradesh"
695,Shahdol Kidney Center,Shahdol,90,14,Yes,"Nephrology | Dialysis | Kidney Transplant | ICU | Emergency | Urology",4.2,+91-7652-250000,"Shahdol, Madhya Pradesh"
696,Anuppur Ortho Center,Anuppur,70,10,Yes,"Orthopedics | Joint Replacement | Trauma Care | Sports Medicine | ICU | Emergency",4.0,+91-7659-250000,"Anuppur, Madhya Pradesh"
697,Alirajpur Maternity Hospital,Alirajpur,60,9,Yes,"Maternity | NICU | Pediatrics | Gynecology | Fertility | Neonatology",3.9,+91-7295-250000,"Alirajpur, Madhya Pradesh"
698,Jhabua Eye Hospital,Jhabua,65,10,Yes,"Ophthalmology | Eye Surgery | Cataract | Retina | Cornea | Emergency",4.0,+91-7392-250000,"Jhabua, Madhya Pradesh"
699,Dhar Cancer Center,Dhar,95,14,Yes,"Oncology | Radiation Therapy | Medical Oncology | Surgical Oncology | ICU | Emergency",4.2,+91-7292-250000,"Dhar, Madhya Pradesh"
700,Khargone Cardiac Center,Khargone,110,16,Yes,"Cardiac ICU | Cardiology | Cardiothoracic Surgery | Electrophysiology | Pediatric Cardiology",4.3,+91-7282-250000,"Khargone, Madhya Pradesh"
701,Burhanpur Neuro Institute,Burhanpur,85,13,Yes,"Neurosurgery | Neurology | ICU | Emergency | Spine Surgery | Rehabilitation",4.2,+91-7325-250000,"Burhanpur, Madhya Pradesh"
702,Khandwa Kidney Center,Khandwa,100,15,Yes,"Nephrology | Dialysis | Kidney Transplant | ICU | Emergency | Urology",4.2,+91-7332-250000,"Khandwa, Madhya Pradesh"
703,Dewas Ortho Center,Dewas,90,14,Yes,"Orthopedics | Joint Replacement | Trauma Care | Sports Medicine | ICU | Emergency",4.3,+91-7272-250000,"Dewas, Madhya Pradesh"
704,Shajapur Maternity Hospital,Shajapur,75,11,Yes,"Maternity | NICU | Pediatrics | Gynecology | Fertility | Neonatology",4.1,+91-7364-250000,"Shajapur, Madhya Pradesh"
705,Agar Eye Hospital,Agar,65,10,Yes,"Ophthalmology | Eye Surgery | Cataract | Retina | Cornea | Emergency",4.0,+91-7362-250000,"Agar, Madhya Pradesh"
706,Rajgarh Cancer Center,Rajgarh,70,10,Yes,"Oncology | Radiation Therapy | Medical Oncology | Surgical Oncology | ICU | Emergency",4.1,+91-7372-250000,"Rajgarh, Madhya Pradesh"
707,Narsinghpur Cardiac Center,Narsinghpur,80,12,Yes,"Cardiac ICU | Cardiology | Cardiothoracic Surgery | Electrophysiology | Pediatric Cardiology",4.2,+91-7792-250000,"Narsinghpur, Madhya Pradesh"
708,Damoh Neuro Institute,Damoh,75,11,Yes,"Neurosurgery | Neurology | ICU | Emergency | Spine Surgery | Rehabilitation",4.1,+91-7812-250000,"Damoh, Madhya Pradesh"
709,Panna Kidney Center,Panna,65,10,Yes,"Nephrology | Dialysis | Kidney Transplant | ICU | Emergency | Urology",4.0,+91-7732-250000,"Panna, Madhya Pradesh"
710,Tikamgarh Ortho Center,Tikamgarh,70,10,Yes,"Orthopedics | Joint Replacement | Trauma Care | Sports Medicine | ICU | Emergency",4.0,+91-7683-250000,"Tikamgarh, Madhya Pradesh"
711,Niwari Maternity Hospital,Niwari,60,9,Yes,"Maternity | NICU | Pediatrics | Gynecology | Fertility | Neonatology",3.9,+91-7684-250000,"Niwari, Madhya Pradesh"
712,Ashoknagar Eye Hospital,Ashoknagar,55,8,Yes,"Ophthalmology | Eye Surgery | Cataract | Retina | Cornea | Emergency",3.9,+91-7544-250000,"Ashoknagar, Madhya Pradesh"
713,Sheopur Cancer Center,Sheopur,65,10,Yes,"Oncology | Radiation Therapy | Medical Oncology | Surgical Oncology | ICU | Emergency",4.0,+91-7530-250000,"Sheopur, Madhya Pradesh"
714,Alirajpur Cardiac Center,Alirajpur,60,9,Yes,"Cardiac ICU | Cardiology | Cardiothoracic Surgery | Electrophysiology | Pediatric Cardiology",3.9,+91-7295-260000,"Alirajpur, Madhya Pradesh"
715,Jhabua Neuro Institute,Jhabua,70,10,Yes,"Neurosurgery | Neurology | ICU | Emergency | Spine Surgery | Rehabilitation",4.0,+91-7392-260000,"Jhabua, Madhya Pradesh"
716,Dhar Kidney Center,Dhar,85,13,Yes,"Nephrology | Dialysis | Kidney Transplant | ICU | Emergency | Urology",4.1,+91-7292-260000,"Dhar, Madhya Pradesh"
717,Khargone Ortho Center,Khargone,95,14,Yes,"Orthopedics | Joint Replacement | Trauma Care | Sports Medicine | ICU | Emergency",4.2,+91-7282-260000,"Khargone, Madhya Pradesh"
718,Burhanpur Maternity Hospital,Burhanpur,80,12,Yes,"Maternity | NICU | Pediatrics | Gynecology | Fertility | Neonatology",4.1,+91-7325-260000,"Burhanpur, Madhya Pradesh"
719,Khandwa Eye Hospital,Khandwa,75,11,Yes,"Ophthalmology | Eye Surgery | Cataract | Retina | Cornea | Emergency",4.1,+91-7332-260000,"Khandwa, Madhya Pradesh"
720,Dewas Cancer Center,Dewas,90,14,Yes,"Oncology | Radiation Therapy | Medical Oncology | Surgical Oncology | ICU | Emergency",4.2,+91-7272-260000,"Dewas, Madhya Pradesh"
721,Shajapur Cardiac Center,Shajapur,85,13,Yes,"Cardiac ICU | Cardiology | Cardiothoracic Surgery | Electrophysiology | Pediatric Cardiology",4.1,+91-7364-260000,"Shajapur, Madhya Pradesh"
722,Agar Neuro Institute,Agar,70,10,Yes,"Neurosurgery | Neurology | ICU | Emergency | Spine Surgery | Rehabilitation",4.0,+91-7362-260000,"Agar, Madhya Pradesh"
723,Rajgarh Kidney Center,Rajgarh,75,11,Yes,"Nephrology | Dialysis | Kidney Transplant | ICU | Emergency | Urology",4.1,+91-7372-260000,"Rajgarh, Madhya Pradesh"
724,Narsinghpur Ortho Center,Narsinghpur,80,12,Yes,"Orthopedics | Joint Replacement | Trauma Care | Sports Medicine | ICU | Emergency",4.1,+91-7792-260000,"Narsinghpur, Madhya Pradesh"
725,Damoh Maternity Hospital,Damoh,70,10,Yes,"Maternity | NICU | Pediatrics | Gynecology | Fertility | Neonatology",4.0,+91-7812-260000,"Damoh, Madhya Pradesh"
726,Panna Eye Hospital,Panna,65,10,Yes,"Ophthalmology | Eye Surgery | Cataract | Retina | Cornea | Emergency",4.0,+91-7732-260000,"Panna, Madhya Pradesh"
727,Tikamgarh Cancer Center,Tikamgarh,75,11,Yes,"Oncology | Radiation Therapy | Medical Oncology | Surgical Oncology | ICU | Emergency",4.1,+91-7683-260000,"Tikamgarh, Madhya Pradesh"
728,Niwari Cardiac Center,Niwari,65,10,Yes,"Cardiac ICU | Cardiology | Cardiothoracic Surgery | Electrophysiology | Pediatric Cardiology",4.0,+91-7684-260000,"Niwari, Madhya Pradesh"
729,Ashoknagar Neuro Institute,Ashoknagar,60,9,Yes,"Neurosurgery | Neurology | ICU | Emergency | Spine Surgery | Rehabilitation",3.9,+91-7544-260000,"Ashoknagar, Madhya Pradesh"
730,Sheopur Kidney Center,Sheopur,55,8,Yes,"Nephrology | Dialysis | Kidney Transplant | ICU | Emergency | Urology",3.9,+91-7530-260000,"Sheopur, Madhya Pradesh"
731,Morena Ortho Center,Morena,85,13,Yes,"Orthopedics | Joint Replacement | Trauma Care | Sports Medicine | ICU | Emergency",4.1,+91-7532-260000,"Morena, Madhya Pradesh"
732,Bhind Maternity Hospital,Bhind,75,11,Yes,"Maternity | NICU | Pediatrics | Gynecology | Fertility | Neonatology",4.0,+91-7534-260000,"Bhind, Madhya Pradesh"
733,Guna Eye Hospital,Guna,70,10,Yes,"Ophthalmology | Eye Surgery | Cataract | Retina | Cornea | Emergency",4.0,+91-7542-260000,"Guna, Madhya Pradesh"
734,Shivpuri Cancer Center,Shivpuri,80,12,Yes,"Oncology | Radiation Therapy | Medical Oncology | Surgical Oncology | ICU | Emergency",4.1,+91-7492-260000,"Shivpuri, Madhya Pradesh"
735,Vidisha Cardiac Center,Vidisha,85,13,Yes,"Cardiac ICU | Cardiology | Cardiothoracic Surgery | Electrophysiology | Pediatric Cardiology",4.1,+91-7592-260000,"Vidisha, Madhya Pradesh"
736,Raisen Neuro Institute,Raisen,70,10,Yes,"Neurosurgery | Neurology | ICU | Emergency | Spine Surgery | Rehabilitation",4.0,+91-7485-260000,"Raisen, Madhya Pradesh"
737,Hoshangabad Kidney Center,Hoshangabad,90,14,Yes,"Nephrology | Dialysis | Kidney Transplant | ICU | Emergency | Urology",4.1,+91-7572-260000,"Hoshangabad, Madhya Pradesh"
738,Betul Ortho Center,Betul,75,11,Yes,"Orthopedics | Joint Replacement | Trauma Care | Sports Medicine | ICU | Emergency",4.0,+91-7141-260000,"Betul, Madhya Pradesh"
739,Chhindwara Maternity Hospital,Chhindwara,85,13,Yes,"Maternity | NICU | Pediatrics | Gynecology | Fertility | Neonatology",4.1,+91-7162-260000,"Chhindwara, Madhya Pradesh"
740,Seoni Eye Hospital,Seoni,70,10,Yes,"Ophthalmology | Eye Surgery | Cataract | Retina | Cornea | Emergency",4.0,+91-7692-260000,"Seoni, Madhya Pradesh"
741,Balaghat Cancer Center,Balaghat,80,12,Yes,"Oncology | Radiation Therapy | Medical Oncology | Surgical Oncology | ICU | Emergency",4.1,+91-7632-260000,"Balaghat, Madhya Pradesh"
742,Mandla Cardiac Center,Mandla,75,11,Yes,"Cardiac ICU | Cardiology | Cardiothoracic Surgery | Electrophysiology | Pediatric Cardiology",4.0,+91-7642-260000,"Mandla, Madhya Pradesh"
743,Dindori Neuro Institute,Dindori,60,9,Yes,"Neurosurgery | Neurology | ICU | Emergency | Spine Surgery | Rehabilitation",3.9,+91-7641-260000,"Dindori, Madhya Pradesh"
744,Umaria Kidney Center,Umaria,65,10,Yes,"Nephrology | Dialysis | Kidney Transplant | ICU | Emergency | Urology",4.0,+91-7655-260000,"Umaria, Madhya Pradesh"
745,Singrauli Ortho Center,Singrauli,110,16,Yes,"Orthopedics | Joint Replacement | Trauma Care | Sports Medicine | ICU | Emergency",4.2,+91-7805-260000,"Singrauli, Madhya Pradesh"
746,Sidhi Maternity Hospital,Sidhi,90,14,Yes,"Maternity | NICU | Pediatrics | Gynecology | Fertility | Neonatology",4.1,+91-7822-260000,"Sidhi, Madhya Pradesh"
747,Shahdol Eye Hospital,Shahdol,85,13,Yes,"Ophthalmology | Eye Surgery | Cataract | Retina | Cornea | Emergency",4.1,+91-7652-260000,"Shahdol, Madhya Pradesh"
748,Anuppur Cancer Center,Anuppur,75,11,Yes,"Oncology | Radiation Therapy | Medical Oncology | Surgical Oncology | ICU | Emergency",4.0,+91-7659-260000,"Anuppur, Madhya Pradesh"
749,Alirajpur Cardiac Center 2,Alirajpur,65,10,Yes,"Cardiac ICU | Cardiology | Cardiothoracic Surgery | Electrophysiology | Pediatric Cardiology",4.0,+91-7295-270000,"Alirajpur, Madhya Pradesh"
750,Jhabua Neuro Institute 2,Jhabua,75,11,Yes,"Neurosurgery | Neurology | ICU | Emergency | Spine Surgery | Rehabilitation",4.0,+91-7392-270000,"Jhabua, Madhya Pradesh"
